row_id,description,latlon,tokens_used
II,"SAME. 300 acs., same Co, & date,
p. 322. Beg. at the Sandy bankes by
Lincolne, adj. Plumer Bray & th","37°13'00.00000""N 76°29'00.00000""W",162
II,"MR. WILLM. WYATT, JUNR., 500
acs. New Kent Co., N. E. side of Mattapony Riv., behind Mr, Barnehouse ","[37]°[40]'[00.00000]""N [76]°[50]'[00.00000]""W",231
II,"MR. JOHN BOOCOCK, 600 acs.
W'moreland Co., S. side of the main
br, of Attappin Cr., above 100 acs. o","[38]°[00]'[00.00000]""N [76]°[55]'[00.00000]""W",289
II,"MR. JOHN MEDFORD, 250 acs.
Rappa. Co., N. side sd. Riv., Fernam
Par., adj. Thomas Robinson on N. E.
","[37]°[57]'[00.0000]""N [76]°[48]'[00.0000]""W",219
II,"COLL. THOMAS DEW, 750 acs. Up.
Norf. Co., on E’wd. sid of the S'n. br.
of Nanzemond Riv., S’wd2 side","36°41'00.00000""N 76°34'00.00000""W",178
II,"JOHN MARTYN, 268 acs. Rappa.
Co., 11 Oct. 1670, p. 324. Granted to
Jno. Martyn, dec’d., 26 June 1667","[38]°[01]'[30.00000]""N [77]°[00]'[00.00000]""W",169
II,"WILLIAM HARRIS (HARIS), &
THOMAS BAXTOR, 3000 acs. Staff.
Co., S. W. on Occoquon Riv., adj. Mr.
Drea","38°40'57.00000""N 77°18'00.00000""W",485
II,"ROBERT LOVELL, 500 acs. W’moreland Co., N. E'ly. upon Potomack Riv.,
adj. Jno. Lancelott & Samll. Bo","[38]°[10]'[00.00000]""N [76]°[50]'[00.00000]""W",214
II,"DAVID FALKENER, 342 acs. Rappa.
Co.,°11 Oct. 1670, p. 325. 142 acs.
purchased of Jno. Buftkett, who ","[38]°[19]'[00.00000]""N [77]°[00]'[00.00000]""W",199
II,"WILLM. LANE, 200 acs., Rappa.
Co., 11 Oct. 1670, p. 325. Granted to
John Greene,. dec’d., found to e","[38]°[20]'[00.00000]""N [77]°[00]'[00.00000]""W",139
II,"MR. JOHN BERRIMAN  ,(Berryman), MR. WM. HARTON & JOHN
PALMER, 1227 acs. W’moreland Co.,
on Rowlers C","38°07'00.00000""N 76°52'00.00000""W",318
II,"MR. HENRY RANDOLPH, 1185
acs. N. side Rappa. Riv., neare Nanzqticon, near Poyestes (?) Cr. &c; 13 Oc","[38]°[00]'[00.00000]""N [77]°[00]'[00.00000]""W",304
II,"THOMAS REYNOLDS, 50 acs. Chas.
City Co., Martyn Brandon Par., 14 Oct.
1670, p. 326. By deed of guift","37°19'12.00000""N 77°16'48.00000""W",155
II,"JOHN BARROW, 1500 acs. in the
freshes & on S. side of Rappa. Riv.,
adj. Tho. Lucas, Junr. & Clemt, H","[38]°[19]'[00.00000]""N [77]°[02]'[00.00000]""W",185
II,"THOMAS LUDWELL, ESQR., 1432
acs. W’moreland Co., bet. Potomack &
Rappa. Rivs., meare brs. of Nominy
","[38]°[06]'[00.0000]""N [76]°[45]'[00.0000]""W",346
II,"MR. MICHAEL HILL, 220 A. 1 R.,
16 P., Chas. City Co., S. side of Appomattox Riv., adj. Walter Brooke","37°14'30.00000""N 77°23'45.00000""W",176
II,"NICHOLAS RENN, 100 acs. Gloster
Co. N.
Fossaker, 3 Feh. 1664, p. 327. ‘Trans.
of 2 pers: Math. Fennc","37°19'00.00000""N 76°30'00.00000""W",140
II,"MR. RICHARD PARROTT, 158 acs.
Middlesex Co. bet. Parrott’s Cr. & Mr,
Burnham's Cr. 5) Feb. 1669, p. ","37°37'00.00000""N 76°34'00.00000""W",186
II,"WM. CRADDOCK, 560 acs. W’moreland Co., down the maine Sw. to farpers: 18 Oct. 1670, p. 328. Granted ","[38]°[00]'[00].[00000]""N [76]°[55]'[00].[00000]""W",212
II,"JOHN & GEORGE MOTT, 15.654
acs. on N. side & in the freshes of
Rappa. Riv., 17 Oct. 1670, p. 329. Ad","[38]°[22]'[00.00000]""N [77]°[01]'[00.00000]""W",1157
II,"JOUN WALTER, 400 acs. N’ampton
Co., -18 Oct. 1670. p, 330. 200 acs.
granted 10 Oct. 1664 to Nich. Hu","[37]°[28]'[00.0000]""N [75]°[54]'[00.0000]""W",247
II,"COL. NICH. SPENCER, 3250 acs.
W’'morcland Co., at the head of Nominy
Riv.. S. E. of Herring Cr., by ","38°04'00.00000""N 76°40'00.00000""W",290
II,"RICHARD COX, 1052 acs. Gloster
Co.. upon brs. of North Riv. Mill
Damm: 19 Oct. 1670, p. 331. 809 acs","[37°21'00.00000""N 76°30'00.00000""W",207
II,"JOHN REED, 385 acs. Gloster. Co.
at the head of Cow Cr; 19 Oct. 1670,
p. 331. 300 acs. purchased of ","[37]°[24]'[00.0000]""N [76]°[32]'[00.0000]""W",198
II,"WILLIAM COVENTON, 20 acs. S.
side of Rappa. Co., adj. land on which
he lives. 19 Oct. 1670, p. 331.","[38]°[00]'[00.00000]""N [77]°[00]'[00.00000]""W",136
II,"SAME. 300 acs., same Co. & date,
p. 332. On a br. of Dragon Sw., adj.
John Cole, Trans. of 6 pers: A","37°37'22.00000""N 76°47'30.00000""W",151
II,"MR. AMBROSE WHITE, 400 acs.
Accomack Co., upon the W’n. island of
Chesepiake Bay; 10 Oct. 1670, p. 3","[37]°[49]'[00.00000]""N [75]°[40]'[00.00000]""W",209
II,"MR. GRIFFIN SAVEDGE (Savage),
2000 acs..Accomack Co., neare Guilford
Cr; 10 Oct. 1670, p. 332. Trans","[37]°[43]'[00.0000]""N [75]°[37]'[00.0000]""W",251
II,"EDMOND BELSON, 100 acs. iNancemond Co., 26 Apr. 1670, p. 333.
Granted to Nich. Cornwall, dec’d., & b","36°46'00.00000""N 76°34'00.00000""W",156
II,"MR. SAMUEL GRANDBURY, 125
acs. Nancemond Co.; 26 Apr. 1670, p.
333. Granted to Ralph Broadhurst,
dec","[36]°[44]'[00.00000]""N [76]°[34]'[00.00000]""W",157
II,"WILLIAM BLAIKE, 97 acs. Rappa.
Co., N. side sd. Riv., meare head of
Richards Cr., neare Mr, Giles We","38°01'30.00000""N 77°00'00.00000""W",156
II,"MR. PETER KNIGHT, 400 acs.
Gloster €o., a mile below Olliver
Green, by a Great Sw., by Mr. Cooke’s
l","37°16'00.00000""N 76°30'00.00000""W",172
II,"MR-#FRANCIS BURNELL, 2000 acs.
New Kent Co., S. side & in the freshes
of Yorke Riv., adj. Capt. Will","[37]°[32]'[00.0000]""N [76]°[48]'[00.0000]""W",369
II,"MR. ARTHUR MOSELEY, 540 acs.
(or 550), Low. Norf.-Co., Lynhaven
Par., on a br. of the broad creek; 2","36°52'12.00000""N 76°10'48.00000""W",163
II,"THOMAS MAIDESTARD, 350 acs.
Lancaster Co., neate Musketo point, 20
Oct. 1670, p.’ 334. Granted to Ri","[37]°[41]'[00.00000]""N [76]°[27]'[00.00000]""W",193
II,"CAPT. JOHN WEEST. 200 acs.
Accomack Co.. bet. Andin & Corotocks
Crks., adj. Richard Johnson & Willm.","37°45'00.00000""N 75°40'00.00000""W",174
II,"THOMAS GILSON, 1050 acs. Rappa.
Co., about 214 mi. from sd. Riv. on the
S. side, near a path to Port","[38]°[18]'[00.00000]""N [77]°[01]'[00.00000]""W",320
II,"WILLM. RUFFIN, 758 acs. Is. of
Wight Co., 4 May 1666, p. 335. Adj.
Ambrose Bennett, the Corne Sw. &c","[36]°[55]'[00.0000]""N [76]°[42]'[00.0000]""W",217
II,"HUMPHRY MARSHALL, 1300 acs.
Is. of Wight Co., 5 Apr. 1667, p. 336.
Adj. Mr. Fulgham, Tho. Harris or ","[36°54'00.00000""N 76°42'00.00000""W]",240
II,"WM. RUFFIN & ROBT. COLEMAN,
938 acs. Is. of Wight Co., adj. Tho.
Harris, 4 May 1666, p. 336. Trans. ","[36]°[55]'[00.0000]""N [76]°[42]'[00.0000]""W",227
II,"JANE BROOKES, Relict of Henry
Brookes, 280 acs. W’moreland Co., S:
E. side of Appomatox Cr., adj. Co","[38]°[00]'[00.00000]""N [77]°[00]'[00.00000]""W",240
II,"MR. ISAAK ALLERTON & MR.
THO. BUNBARY, 880 acs. Staff. Co..
in the freshes of Potomack Riv., adi.
Jo","[38]°[27]'[00.00000]""N [77]°[24]'[00.00000]""W",243
II,"HENRY & ELIZABETH JAWRENCE,
350 acs. in the N, W.-br. of Nancemond Riv., 19: Oct. 1670, p. 337. 250
","[36]°[44]'[00.0000]""N [76]°[34]'[00.0000]""W",247
II,"THOMAS CHETWOOD & JNO.
KILLINGHAM, 600 acs. Rappa. Co..
26 Apr. 1670, p. 338. Trans. of 12
pers. Beg","[38]°[02]'[00.00000]""N [77]°[00]'[00.00000]""W",149
II,"EDWARD WETHERBORNE. 150
acs. Rappa. Co., by the Bryery Swamp,
17 Nov. 1670, p. 338. Trans. of 3 pers","37°47'01.00000""N 76°56'00.00000""W",140
II,"JNO. CARPENTER, CHARLES
CARPENTER & WILLIAM WEST,
800 acs. N'umberland Co., at the head
of a br. of ","37°53'00.00000""N 76°20'00.00000""W",268
II,"HENRY WOODNOT & THOMAS
SMITH, 456 acs. Rappa. Co., S. side
sd. Riv.. aleng Wm. Talbotr & Jno,
Lacy t","[38]°[01]'[00.00000]""N [77]°[00]'[00.00000]""W",284
II,"MR. THOMAS MADDYSON (Maddison), 1198 A. 3 R. 9 P.. Rappa. Co..
by the mayne br. of Moratico: 5 Apr.
","[37]°[48]'[00.00000]""N [76]°[48]'[00.00000]""W",300
II,"THO. MADDISON (Madison), 200
acs. Rappe. Co.. 17 Nov. 1670. p. 340.
Trans. of 4 pers: Xpian. Hollada","38°19'12.00000""N 77°00'00.00000""W",145
II,"SAME. 180 acs., same Co., date &
page. Trans. of 4 pers: Robert Greene,
Mary Rose, Morris Green, Hen","[37]°[32]'[15.00000]""N [77]°[28]'[30.00000]""W",127
II,"SAME. 250 acs., same Co., date &
page. Trans. of 5 pers: Tho. Preston,
Wm. Morgan, Mary Senior, Jane","[37]°[32]'[15.00000]""N [77]°[28]'[30.00000]""W",136
II,"RICHARD GOODMAN, 424 acs.
Rappa. Co., N. side sd. Riv., by the
Bryery Sw., up the road path, along a","[38]°[01]'[00.0000]""N [77]°[00]'[00.0000]""W",358
II,"MR. THOMAS HARWAR & NICH.
COX, 922 acs. Rappa. Co., S. side sd.
Riv., 17 Nov. 1670, p. 342. 867 acs.","[38]°[01]'[30.00000]""N [77]°[00]'[00.00000]""W",228
II,"HENRY WOODNUTT, 602. acs.
Rappa. Co., adj. Lt. Col. Goodrich; 17
Nov. 1670, p. 342. Trans. of 12 per","[38]°[01]'[00.0000]""N [77]°[00]'[00.0000]""W",206
II,"THOMAS ELVAR, 303 acs. Rappe.
To., adj. David Birke; 17 Nov. 1670.
p. 342. Part of 606 acs. granted ","37°48'05.00000""N 76°49'30.00000""W",149
II,"DAVID BIRKE, 303 acs. Rappa. Co.,
adj. Tho. Elvar; 17 Nov. 1670, p. 343.
Formerly taken up by Tho. E","38°00'00.00000""N 77°00'00.00000""W",154
II,"MR. THOMAS HARWAR, 70 acs.
Rappa. Co., adj. land of Mr. Smith &
Jno. Lacy; 17 Nov. 1670, p. 343. Tra","[38]°[00]'[00.00000]""N [77]°[00]'[00.00000]""W",158
II,"MR. RICHARD BULLER & MR.
THO. BATTS (Batt), 378 A. 1 R.,
24 Po., Henrico Co., N. side of Appomattock","[37]°[17]'[00.0000]""N [77]°[24]'[00.0000]""W",226
II,"MR. JNO. BUCKNER & MR. THOMAS ROYSTON, 2000 acs. Rappa. Co.,
on S. side & in the freshes of sd. Riv.","[38]°[00]'[00.00000]""N [77]°[00]'[00.00000]""W",376
II,"JNO. CHADWELL, 650 acs. Low.
Norf. Co.. E. side of Ridgeford Sw. a
br. of Eliz. Riv.. 25. Nov. 1670.","[36]°[51]'[00.0000]""N [76]°[17]'[00.0000]""W",212
II,"MR. ROBERT BULLINGTON, 150
acs. Henrico Co., 6 Apr. 1671, p. 344.
Granted to Wm. Dawker, dec’d., & b","[37]°[32]'[00.00000]""N [77]°[25]'[00.00000]""W",168
II,"MR. CHARLES BRYAN, 800 acs.
New Kent Co., 6 Apr. 1671, pr 344.
Granted to Wm. Plumtree, dec'd.. & by","37°32'05.00000""N 77°00'00.00000""W",152
II,"EDWARD ISAN, 400 acs. Nanzemond Co., 6 Apr. 1671. p. 345.
Granted to Jno. Garrett, dec'd.. & by
inqu","36°44'30.00000""N 76°34'30.00000""W",152
II,"THOMAS GARRETT. 150 acs.
Nanzemond Co.. 6 June 1671, p. 345.
Granted to Rich, Russell, assigned to
E","36°44'32.00000""N 76°34'45.00000""W",141
II,"WIDDOW HARRIS, 300 acs. Nanzemond Co, 6 Apr. 1671. p. 345.
Granted unto Margaret Rogers, wife of
Wil","[36]°[44]'[00.00000]""N [76]°[34]'[00.00000]""W",157
II,"MR. JOHN BRASEUR.- (Brasure),
300 acs. Nanzemond Co., 6 Apr. 1671,
p. 346. Granted to Peter Johnson.","36°44'00.00000""N 76°34'00.00000""W",154
II,"JOHN PETERS, 250 acs. Nanzemond
Co., 6 June 1671, p. 346. Granted to
Mr. Jno. Googins, decd., assign","36°44'00.00000""N 76°34'00.00000""W",146
II,"MIHILL HUGHILL & THOMAS
SHORT, 1000 acs. on the N. side & in
the freshes of Rappa, Riv., 26 May
1666","[38]°[00]'[00.00000]""N [77]°[00]'[00.00000]""W",245
II,"WILLIAM THATCHER, 300 acs.
Lancaster Co., E. side of Corotoman
Riv; adj. his own, land of Tho. Steed","37°43'12.00000""N 76°27'36.00000""W",185
II,"TYMOTHY GREENE, 445 acs. N’umberland Co., upon the head of Mattapony Riv., adj. Jno. Kent’s land, Na","37°58'00.00000""N 76°20'00.00000""W",197
II,"JAMES HILL, 100 acs. N’umberland
a. upon the head of Wiccocomoco
Riv., 26 June 1666, p. 347. Trans. ","37°52'12.00000""N 76°23'24.00000""W",141
II,"WM. MAJOR. 200 acs. Accomack
Co., bet. Nusswadox & Ockahannock
Crks., adj. Tho. Johnson, land former","[37]°[30]'[00.0000]""N [75]°[50]'[00.0000]""W",216
II,"MR. JOHN PROSSER & HENRY
CREIGHTON, 4246 A.. & 8 Primes,
Rappa. Co.. on S. side & in the freshes
of ","[38]°[20]'[00.00000]""N [77]°[00]'[00.00000]""W",597
II,"RICHARD IVESON, sonne of Abraham Iveson, dec’d., 2200 acs. Staff. Co.,
upon the maine run of Quantiq","[38]°[28]'[00.0000]""N [77]°[25]'[00.0000]""W",201
II,"LT. COL. JOHN WASHINGTON.
450 acs. N'umberland Co., S. side Potomack Riv., nigh Nominy; adj. Danl.
H","[38]°[01]'[00.0000]""N [76]°[34]'[00.0000]""W",235
II,"WILLIAM GREENE, 250 acs. W’moreland Co.. on a br. of Oquia Riv.,
opposite Sam]. Mottershead & adj. T","38°05'00.00000""N 76°40'00.00000""W",142
II,"RICHARD GROSE, 200 acs. Is. of
Wight Co., 6 Apr. 1671, p. 349. Escheat land, as by inquisition under","[36]°[53]'[00.00000]""N [76]°[42]'[00.00000]""W",143
II,"DOROTHY BARTELEY, 100 acs.
Surry Co., 6 Apr. 1671, p. 350. Granted
to Patrick Barteley, dec’d., & by","[37]°[07]'[00.00000]""N [76]°[54]'[00.00000]""W",165
II,"DAVID ANDREWES, 200  acs.,
Surry Co., 6 Apr. 1671, p. 350. Granted
to Nich. Williams, dec’d., & by i","[37]°[07]'[00.00000]""N [76]°[52]'[00.00000]""W",163
II,"RICHARD MOORE, 112 A., 3 R.,
18 P., Chas. City Co., S. side Appomatock Riv., 7 Apr. 1671, p. 350. Ad","37°14'00.00000""N 77°23'00.00000""W",181
II,"MARTIN ELAM, 287 acs. Henrico
Co., S. side James Riv., 7 Apr. 1671, p.
350. Beg. nigh the Blind Slas","[37]°[22]'[00.0000]""N [77]°[24]'[00.0000]""W",190
II,"THOMAS WEBSTER. 442 A. 1 R.
15 P., Henrico Co.. N. side of Apomattox Riv., at the heads of the Old
T","37°18'23.00000""N 77°24'05.00000""W",156
II,"CAPT. JOSIAS PICKES, 3500 acs.
New Kent Co., N. side Mattapony Riv.,
7 Apr. 1671, p. 351. Neare the ","[37]°[41]'[15.0000]""N [77]°[00]'[00.0000]""W",570
II,"MR. GEORGE POOLE, RICH.
FARTHINGALE, JAMES BARNINGHAM & JAMES FORSITH, 800 acs.
Gloster Co., Ware Pa","[37]°[23]'[00.00000]""N [76]°[31]'[00.00000]""W",759
II,"LIEUT. COL. THO. LIGON (Liggon), 387 A. 1 R., 32 P., Henrico
Co., N. side of Appomatock Riv., bet.
a","[37]°[20]'[00.0000]""N [77]°[24]'[00.0000]""W",261
II,"MR. LEONARD CLAYBORNE,
3000 acs., N. side of Mattapony Riv.,
on upper side of Doctor Moody, &c.,
1 A","37°42'00.00000""N 77°00'00.00000""W",462
II,"RICHARD WHITE & GEORGE
VINCENT, 425 acs. N. side of Lancaster Co., at the heads of the branches
of t","[37]°[47]'[00.0000]""N [76]°[28]'[00.0000]""W",246
II,"THOMAS HARWAR, 200 acs. Rappa. Co., S. side’ sd. Riv., adj. Rob.
Armstrong, & on a br. of Ralphs Cr.","[38]°[01]'[00.0000]""N [77]°[00]'[00.0000]""W",202
II,"IMR. WILLM. WHEELER, 110 acs.
on N. side of Rappa. Co., towards head
of Farneham Cr., adj. Mr. Billi","[37]°[53]'[00.00000]""N [76]°[34]'[00.00000]""W",293
II,"MR. JOHN THOMAS, 1000 acs. upon a br. of. Potomack freshes beyond
land of ‘Col. Speake, upon the Isl","[38]°[30]'[00.0000]""N [77]°[00]'[00.0000]""W",325
II,"MR. .LAWRENCE SMITH, of. Gloster Co.,. 4972 acs., Rappa. Co., S. side
& in the freshes of sd. Riv., ","38°00'00.00000""N 77°00'00.00000""W",478
II,"SAME. 719 acs. Gloster Co., 22 July
1662, p. 357. 119-acs. upon a br. of
Ware Riv. in Mobjack Bay, a","[37]°[21]'[00.00000]""N [76]°[30]'[00.00000]""W",272
II,"MR. HENRY WOODHOUSE, 740
acs. Low. Norf. Co., in Lynhaven, 4
Apr. 1670, p. 357. 500.acs. at’ the
mou","[36]°[54]'[30.00000]""N [76]°[6]'[0.00000]""W",235
II,"MR. JOHN THOMAS, 1000 acs. at
thé head of a Cr. in Potomack freshes
beyond the Doegs Is.. & land of-","[38]°[22]'[00.00000]""N [77]°[04]'[00.00000]""W",283
II,"MAJOR WILLM. MARRIOTT, 408
acs., Surry Co., nigh Mr. Bins’ Cart
path, by-a Reedy Sw., &.the foote pa","[37]°[07]'[00.00000]""N [76]°[54]'[00.00000]""W",162
II,"TIMOTHY TURTONS, 900 acs.,
New Kent Co., on S. side of Yorke
Riv., below Waire Cr., & below Little
C","37°32'00.00000""N 76°48'00.00000""W",418
II,"NICHOLAS KING, 100 acs., New
Kent Co,, N. side of Mattapany Riv.,
on N. side of Asetyomps Sw., at th","37°34'00.00000""N 76°57'00.00000""W",157
II,"DAVID PRICHARD, 900 acs.. New
Kent Co., bet. branches of Piankatank
& Arakiaco: adj. Thomas Langford","[37]°[30]'[00.00000]""N [76]°[48]'[00.00000]""W",307
II,"CAPT. EDMUND BOWMAN &
MR. SOUTHY LITTLETON, 2264 acs.,
N'ampton Co., on N. side of Swansicutts alias","37°55'00.00000""N 75°30'00.00000""W",437
II,"WILLM. ROGERS, 100 acs. on S.
side of the F'n. br. of Eliz. Riv., adj.
Tames Whitehurst; 24 May 1671","36°47'00.00000""N 76°17'00.00000""W",147
II,"MR. ARTHUR SMITH & JOSIAH
HARISON, 1250 acs., Is. of W. Co.,
.on Seaward’s br. of the black water;
a","36°52'12.00000""N 76°42'36.00000""W",157
II,"SAMUELIL PEACHY, 190 acs., Rappa Co., on N. side the Riv., adj. John
Williams, Giles Webb, John Suck","38°01'30.00000""N 77°00'00.00000""W",181
II,"MR. EDWD. GUNNELT. 1426 acs.,
Surry Co., by the Beavor Dam Sw. &
Black Water Sw; 8 Nov. 1670, p. 362","[37]°[02]'[00.0000]""N [76]°[55]'[00.0000]""W",227
II,"MR. JAMES BRAY & MR. THOMAS HANCOCK (Hancox), 376 acs.,
James City Co., adj. Mr. Rob. Sorrill &
Math","37°21'00.00000""N 76°48'00.00000""W",218
II,"MR. THOMAS BUNBURY (Bunberry), 250 acs., Staff. Co.. at a br. of
Oquia Riv., opposite Samuell Motter","38°27'00.00000""N 77°24'00.00000""W",179
II,"SAME. 640 acs., Staff. Co., on
branches of upper Mechotick Riv., bet.
Potomacke & Rappa. Rivers; adj","[38]°[22]'[00.00000]""N [77]°[24]'[00.00000]""W",309
II,"THOMAS RICHARDSON, 50 acs.,
Low. Norf. Co., by the Deep Neck, near
mouth of Goose Cr., & adj. his ow","[36]°[47]'[00.00000]""N [76]°[14]'[00.00000]""W",157
II,"MAJOR WILLM. WYATT. 1900
acs.. New Kent Co., on N. E. side of
Mattapony Riv; adj. Rich. Barnhouse;.
","37°36'00.00000""N 76°57'00.00000""W",317
II,"MR. HENRY LEE, sonne of Henry
Lee, dec'd., 350 acs., Yorke Co., in
Hampton Par., adj. Francis Morgan","[37]°[14]'[00.00000]""N [76]°[30]'[00.00000]""W",169
II,"JAMES COLLINS, 164 acs., in the
Up. Par. of Nanzemond Co., adj. his
own & land of Francis Wells; 29 ","36°44'00.00000""N 76°34'00.00000""W",159
II,"MR. CHARLES ROANE, 451 A., 40
chs., Chas. Citty Co.. upon N. side of
Kittawan Cr,, on the Oystershel","37°20'00.00000""N 77°02'00.00000""W",195
II,"MR. CHARLES CAMMELL (Camell), 250 aces., Nanzemond Co., 25
July 1671, p. 365. Adj. Robert Riddick,
M","[36]°[44]'[00.0000]""N [76]°[34]'[00.0000]""W",193
II,"MR. ROBERT RIDDICK, 100 acs.,
Nancemond Co., 24 July 1671, p. 365.
Adj. Cammell’s land; crossing a g","36°44'00.00000""N 76°34'00.00000""W",145
II,"WM. BENSTON, 1000 acs., N’ampton Co., neer Pocomoke at the unpassable branch, adj. his own & land of","37°55'00.00000""N 75°34'00.00000""W",257
II,"CAPT. WM. CORKER, 1850 acs..
Surry Co., on S. side the Sipres Sw..
6 Aug. 1671, p. 366. Trans. of 37","[37]°[02]'[30.00000]""N [76]°[55]'[00.00000]""W",333
II,"MR. ALEXANDER MURRAY, 1250
acs., Gloster Co., on E. side of Beach
Br. of Ware River; adj. Col. Walke","[37]°[21]'[00.0000]""N [76]°[31]'[00.0000]""W",282
II,"THOMAS BLAKE, 400 acs., Isle of
Wight Co.. in a br. of the black water,
adj. Henry King; & Mr. Tooke","36°48'00.00000""N 76°42'00.00000""W",184
II,"WILLM. PORTER, 30 acs., Henrico
Co., on N. side of James Riv., beg. at
Mr. Ballard his out seat at t","37°22'05.00000""N 77°24'30.00000""W",160
II,"WM. PORTER, 58 A.. 3 R., Henrico
Co., N. side James Riv., adj. devdt.
granted to & lost by Mr. Jno. ","37°28'00.00000""N 77°22'00.00000""W",171
II,"WILLM. RICKETTS, 350 acs., New
Kent Co., on N. side of Mattapony
Riv., upon Assamanket Sw., 19 Sept.","37°43'00.00000""N 77°06'00.00000""W",170
II,"MR. JNO. RISLEY, 12 A. 39 Chs.,
Yorke Co., adj. land of Lt. Coll. Wm:
Barber. dec’d., Robert Jones, ","37°16'29.00000""N 76°36'15.00000""W",162
II,"MR. EDWARD THELWELL, 250
acs., near head of the S’n. br. of Nansemond Riv., adj. Thomas Mason, & Fra","36°44'28.00000""N 76°34'30.00000""W",166
II,"MR. JNO. SUMNER, 67 acs., in the
Up. Par. of Nancemond Co., adj. Henry
Coopeland; Tho. Norficet; & W","36°47'39.00000""N 76°42'15.00000""W",161
II,"JAMES MONROW, 300 acs., Nancemond Co., adj, Richard Slaughter; &
Jno. Jolley; 14 Apr. 1670, p. 368.
","36°44'00.00000""N 76°34'00.00000""W",168
II,"MR. WM. CODOGAN, 800 acs.,
Nansimond Co., upon Somerton Sw.,
adj. Thomas Mulford; 10 Oct. 1670,
p. 3","36°34'00.00000""N 76°43'00.00000""W",212
II,"RICHMOND TIRRELL, 600 acs.,
New Kent Co., upon branches of
Chickahominy Sw., adj. Thomas Meredith; &","[37]°[32]'[00.0000]""N [77]°[00]'[00.0000]""W",212
II,"COL. JNO BLAKE, 2400 acs.,
Nancemond Co., running to the head of
Knotty Pine Cr. &c; 10 Oct. 1670, p","[36]°[44]'[00.0000]""N [76]°[35]'[00.0000]""W",381
II,"JAMES PETERS. 900 acs.. Nancemond Co., 6 Apr. 1671, p. 369.
Granted to Lawcence Peterson. dec'd.,
14","[36]°[40]'[00.00000]""N [76]°[40]'[00.00000]""W",236
II,"THOMAS BEST. 300 acs., Nanzemond Co. 6 Apr. 1671, p. 370.
Granted to Peter Johnson & Jno.
Carter; by","[36]°[44]'[00.00000]""N [76]°[34]'[00.00000]""W",167
II,"MR. GEORGE WEBB. 50 acs.. Eliz.
Citty Co.. 6 Apr. 1671, p. 370. Escheated from David Poole. by inqui","37°18'15.00000""N 76°37'30.00000""W",149
II,"MRS. JANE POOLE, .474 acs., Eliz.
Citty Co., 6 Apr. 1671. p. 370. Granted
to Jno. Poole. dec’d., fou","37°18'15.00000""N 76°43'12.00000""W",142
II,"WILLIAM MORRIS, 150 acs.. Eliz.
Citty Co.. 6 Apr. 1671, ’p. 370. @ranted
to David Poole. dec’d.. fou","[37]°[01]'[30.00000]""N [76]°[21]'[30.00000]""W",149
II,"HENRY BRIGGS & MARY, his
wife, ia right of THOMAS BLUNT &
RICHARD WASHINGTON, Orphants,
250 acs., Su","[37]°[07]'[00.00000]""N [76]°[55]'[00.00000]""W",181
II,"EDWARD HOLLYER, 200 acs.,
Low. Norf. Co., in Lynn Haven Par.,
at the head of Lynn Haven River, on
th","36°54'15.00000""N 76°06'30.00000""W",175
II,"COL, WM. KENDALL, 12,200 acs.,
in that) part of N'ampton formerly
called Accomack Co.. 25 Sept. 1671","37°29'00.00000""N 75°58'00.00000""W",191
II,"WM. JOHNSON, sonne of Wm.
Johnson, dec'd.. 550 acs. on N. W. side
of Puscatna (Puscatakon) alice Cox","[37]°[30]'[00.00000]""N [76]°[30]'[00.00000]""W",188
II,"ARTHUR UPSHOTT, 200 — acs.,
Accomack Co., in Murchapungo Necé:
N. FE. towards Machapreage. to Ne E.
","[37]°[32]'[00.0000]""N [75]°[42]'[00.0000]""W",267
II,"MR. DEVORAX BROWNE. 850
acs., N’ampton alias Accomack Co., on
Mondui Cr... alias Gr. Nuswattox Riv.,","37°32'00.00000""N 75°49'00.00000""W",472
II,"MR. WILLM. WHITTINGTON,
600 acs., N’ampton Co., on N. & S
sides of Lovelong br., adj. Richard
Bundoc","[37]°[24]'[00.00000]""N [75]°[55]'[00.00000]""W",242
II,"MR. EDWARD REVELL, 1000 acs.,
N’ampton Co., at little Matomkin Cr.,
& towards Gr. Matomkin Cr; 29 Se","37°37'30.00000""N 75°41'30.00000""W",261
II,"THOMAS FALKENER.
Gloster Co., on the Easterne River; 29
Sept. 1671. p. 374. Granted to Thomas
Todd, ","[37]°[24]'[00.00000]""N [76]°[31]'[00.00000]""W",170
II,"MR. WILLIAM PLUMMER, 150
acs., Gloster Co., on N. side of Pepper
Cr.-in Mockjack Bay; 29 Sept. 1671,","37°23'45.00000""N 76°24'30.00000""W",177
II,"MAJOR GEORGE PARKER, 50 acs..
Nrampton Co., 2 Oct. 1671, p. 374.
Granted to Anthony Johnson, dec'd.,","37°24'29.00000""N 75°56'29.00000""W",153
II,"WM. WILTON, 300 acs., on N. side
& in the freshes of Rappa. Riv., about
10 mi. above Nanzemund Towne","[38]°[00]'[00.00000]""N [77]°[00]'[00.00000]""W",186
II,"MR. ROBERT PRICE, 300 acs..
Middlesex Co., 3 Oct. 1671. p. 375.
Escheated from Robert Kemp, dec’d.. ","37°37'12.00000""N 76°37'48.00000""W",151
