row_id,description,latlon,tokens_used
II,"JOHN RALLS, 134 acs., Up. Par.
of Nansemond Co; on NW side of the
Cyprus Sw; adj. John Nicholls; 20
","36°44'00.00000""N 76°42'00.00000""W",160
II,"JOWUN STALLINGS, 404 acs., Up.
Par. of Nansemond Co; on both side
of the Middle Sw., a br. of Bennet","36°47'21.00000""N 76°33'14.00000""W",147
II,"WILLIAM PARKER, 282 acs., Up.
Par, of Nansemond Co; near of Bennett’s Cr., a br. of Chowan River; ad","36°47'00.00000""N 76°34'00.00000""W",180
II,"JOHN HARROLD, 230 acs., Up.
Par, of Nansemond Co; near the Dragon
Sw; adj. Christopher Gewin; 20 Oct","36°44'30.00000""N 76°42'00.00000""W",158
II,"JAMES MULLONEN, 100 acs., Up.
Par. of Nansemond Co; near the Dragon
Sw; adj, Christopher Gwin (Gewin","36°44'29.00000""N 76°42'30.00000""W",163
II,"JOHN MOORE, 95 acs., Up. Par.
of Nansemond Co; on W, side of Bennett’s Cr; adj. John King; 20 Oct. 1","36°47'34.00000""N 76°31'30.00000""W",142
II,"ROBERT HART, 900 acs., Low. Par.
of Surry Co; on the maine Black Water
Sw; adj. Robt. & Wm. Gualtney","36°56'00.00000""N 76°54'00.00000""W",268
II,"MOSES HALL, 95 acs., Up. Par. of
Nansemond Co; near the Rich Thickett;
adj, John Lassister; 20 Oct. ","36°44'00.00000""N 76°42'00.00000""W",143
II,"JOSEPH BAKER, 217 acs., Up. Par.
of ixansemond Co; SE side of Cabbin
Br. a br. of Chowan River; adj.","36°35'00.00000""N 76°42'00.00000""W",171
II,"SIMON JACKSON, 128 acs., Norf.
Co; near head of Tanner’s Cr; adj.
John Godfrey; & Henry Bramble; 20
","36°52'45.00000""N 76°15'30.00000""W",378
II,"JOHN BAYLOR, 2717 acs., in K. &
Q. Co. & Essex Co; on brs. of Mattepony & Piscadaway Cr., 20 Oct. 17","37°47'00.00000""N 76°59'00.00000""W",513
II,"MR, SAMUELL SANDFORD, 2970
acs., Accomack Co; bet. Pocomoke &
Messengo; 20 Oct, 1704, p. 642. Beg,
a","37°51'00.00000""N 75°35'00.00000""W",268
II,"BENJAMIN PICKETT & MARY
SHORT, 80 acs., James City Co., 20
Oct. 1704, p. 642. Eescheated from
Thoms ","37°20'15.00000""N 76°45'00.00000""W",151
II,"JOHN LUKE. 100 acs., N’ampton
Co., 20 Oct. 1704, p. 643. Escheated
from Andrew Trouton, dec’d., by i","37°24'19.00000""N 75°56'30.00000""W",141
II,"MR. STEPHEN FOUACE, 23 acs.,
York Co., 20 Oct. 1704, p. 643. Escheated from John Broach, dec’d., by
","[37]°[16]'[00.0000]""N [76]°[39]'[00.0000]""W",190
II,"FREDERICK COGHILL, 613 acs.,
Essex Co.. in St. Mary's. Par; 20 Oct:
1674, p. 644. About 2 mi. from R","38°00'00.00000""N 77°00'00.00000""W",187
II,"WILLIAM STANARD, 980 acs.,
King Wm. Co; in Pamunkey Neck; on
brs. of Up. Herring Cr; beg. in fork
of","[37]°[41]'[00.0000]""N [77]°[00]'[00.0000]""W",300
II,"WILLIAM WILLIAMS & DANIELL
MACKGIRT, 186 acs., Essex Co; 7 or
8 mi. back on S. side of the river; 20","[38]°[00]'[00.00000]""N [77]°[00]'[00.00000]""W",216
II,"JAMES BOUGHAN, JUNR. & JOHN
BOUGHAN, 2000 acs., in Essex & K.
& Q, Counties; 2 May 1705, p. 645.
Par","[37]°[55]'[00.00000]""N [76]°[52]'[00.00000]""W",376
II,"ROBERT BOLLING, 50 acs., Hentico Co,, 2 May 1705, p. 646. Escheated
from John Cookney, dec'd., by in","37°18'00.00000""N 77°23'00.00000""W",139
II,"HANCOCK CUSTIS, 50 acs., N’ampton Co., 2 May 1705, p. 646. Escheated
from Emanuell Hall, dec’d., by ","37°24'41.00000""N 75°55'45.00000""W",143
II,"WILLIAM TOMLIN, 294 acs., Essex
Co; on S. side of Rappa. River; 2 May
1705, p. 647. Part of 934 acs.","[38]°[00]'[00.00000]""N [77]°[00]'[00.00000]""W",185
II,"OWEN MATTHEWES, 140 acs.,
Princess Anne Co; 2 May 1705, p. 647.
Escheated from Katharine Matthewes,
","[36]°[44]'[00.00000]""N [76]°[03]'[00.00000]""W",156
II,"JOHN STEWART, JUNR., 850 acs.,
Henrico Co; on N. side of Appamatocks
River; NE on the Ashen Swamp; 2","[37]°[21]'[00.0000]""N [77]°[24]'[00.0000]""W",282
II,"MARY ASCOUGH, 633 acs., Henrico Co., 2 May 1705, p. 648. Escheated
from Henry Ascough, dec’d., by in","[37]°[32]'[00.00000]""N [77]°[24]'[00.00000]""W",149
II,"JOHN GRIFFIN, 150 acs., Accomack
Co., 2 May 1705, p. 648. Escheated
from Thomas Thornberry, dec’d., ","37°45'36.00000""N 75°37'48.00000""W",142
II,"SAMUELL WILLIAMS & WILLIAM
LEE, 400 acs., King Wm. Co; on S.
side of the run of Up. Herring Cr.
abou","[37]°[41]'[00.0000]""N [77]°[00]'[00.0000]""W",239
II,"WM. TOMLIN, EDWARD GOULDMAN & JAMES BOUGHAN, 550 acs.,
Essex Co; on brs. of Piscataway Cr;
beg. at C","[38]°[00]'[00.00000]""N [77]°[00]'[00.00000]""W",270
II,"MATTHEW WATTS, 50 acs., Eliz.
City Co., 2 May 1705, p. 650. Escheated from Anne Symonds, dec’d., by ","37°20'00.00000""N 76°40'00.00000""W",142
II,"WALTER BAYLEY, 150 acs., Eliz.
City Co., 2 May 1705, p. 650. Escheated from John Powell, dec'd., by ","[37]°[01]'[30.00000]""N [76]°[20]'[00.00000]""W",148
II,"HENRY HACKLEY, 700 acs., Up.
Par, of Nansemond Co., at a place called
Sarath (or Soroth) Hall, near ","[36]°[44]'[00.0000]""N [76]°[34]'[00.0000]""W",242
II,"JOHN HAY & CHRISTOPHER
ROBINSON, 3288 acs., & 4 per., most
part of which lyeth in Essex Co., about
3","[38]°[00]'[00.00000]""N [77]°[00]'[00.00000]""W",531
II,"COL. WILLIAM WILSON, 200 acs.,
Eliz. City Co., 2 May 1705, p. 652.
Beg. at his own Jand nigh an old ","37°01'12.00000""N 76°21'36.00000""W",255
II,"HENRY JENKINS, 132 acs., Low.
Par. of Nansemond Co; at a place called
Newgate; adj. Voscomb’s land; ","[36]°[46]'[00.00000]""N [76]°[34]'[00.00000]""W",325
II,"JOHN WYATT, 700 acs., K. & Q.
Co., 2 May 1705, p. 654. Beg. at
Robinson’s land in sight of Sparks’
h","[37]°[41]'[00.0000]""N [76]°[52]'[00.0000]""W",288
II,"CHRISTOPHER PEARSON, son of
Thomas Pearson, dec’d; 106 acs., K.
& Q. Co; in Pamunkey Neck; adj.
Thom","[37]°[41]'[00.00000]""N [76]°[52]'[00.00000]""W",168
II,"WILLIAM JONES, 523 acs., K. &
Q. Co; on NE side of Mattapony Riv;
beg. upon Masticock Sw; to run of
","[37]°[40]'[00.00000]""N [76]°[48]'[00.00000]""W",247
II,"STEPHEN SUNTER, 200 acs., New
Kent Co., in St, Peter’s Par; W. side
of Stoney run, a br. of Chicahom","37°32'45.00000""N 77°06'30.00000""W",172
II,"JOHN HAMLYN,, 550 acs., Chas.
City Co., in Westopher Par; S. side of
James River; adj. Danll. Higdon","[37]°[19]'[00.0000]""N [77]°[04]'[00.0000]""W",242
II,"MADAM MARY: LEIGH, VALENTINE WARE & WILLIAM HAINES,
600 acs., K. & Q. Co., 2 May 1705, p.
657. Esche","[37]°[41]'[00.00000]""N [76]°[52]'[00.00000]""W",174
II,"SAME, 260 acs; same Co., dat®, &
page. Escheated from Mathew Jenings,
dec’d., by inquisition, (as ab","[37]°[32]'[00.00000]""N [77]°[28]'[00.00000]""W",127
II,"WILLIAM BARRATT, 52 aes.
James City Co., 2 May 1705, p. 658.
Part of patent granted James Barrett,
2","37°20'10.00000""N 76°46'30.00000""W",150
II,"WILLIAM JOLLY, 634 aes., Is. of
Wight Co., 2 May 1705, p. 658. Beg.
in the Cyprus Br; adj. Mr, Drive","[36]°[52]'[00.0000]""N [76]°[42]'[00.0000]""W",249
II,"WILLIAM WATERFIELD, 200 acs.,
N’ampton Co., 2 May 1705, p. 659.
Escheated from Thomas _ Bontrack,
de","37°24'36.00000""N 75°56'24.00000""W",148
II,"ANNE HALL, now wife of John
Isaac; 100 acs., N’ampton Co., 2 May
1705, p. 659: Escheated from Emanue","37°24'00.00000""N 75°56'00.00000""W",150
II,"JOSEPH BENTHALL, 33 ats.,
N’ampton Co., 2 May 1705, p. 660.
Escheated from Precilla Steevens, dec’d.","[37]°[24]'[00.00000]""N [075]°[57]'[00.00000]""W",152
II,"JOHN ADDISON (Adison), 150
acs., N’ampton Co., 2 May 1705, p. 660.
Escheated from Thomas Barton, dec","37°24'30.00000""N 75°57'00.00000""W",141
II,"CHARLES EVANS, 176 acs., Chas.
City Co., 2 May 1705, p. 661. Beg. at
John Blackborne; up the Norther","[37]°[22]'[00.0000]""N [77]°[24]'[00.0000]""W",184
II,"WM. HATCHER, SENR., 540 acs.,
Henrico Co; S. side of James Riv., on
Licking Br. of Falling Cr; adj. ","[37]°[25]'[00.00000]""N [77]°[28]'[00.00000]""W",214
II,"THOMAS JACKSON, 200 acs., New
Kent Co., 2 May 1705, p. 661. Escheated from Henry Baxter, dec’d., by
","37°32'00.00000""N 77°00'00.00000""W",150
II,"JOHN PARKE, 650 acs., New Kent
Co., 2 May 1705, p. 662. Escheated
from John Board, dec’d., by inquis","37°32'15.00000""N 76°58'30.00000""W",135
II,"JAMES COPELAND, 300 acs.,
Nansemond Co., 2 May 1705, p. 662.
Escheated from Thomas Hampton,
dec’d., ","[36]°[44]'[00.00000]""N [76]°[34]'[00.00000]""W",155
II,"THOMAS MILNER, 350 acs., Nansemond Co., 2 May 1705, p. 663. Escheated from Thomas Cunningham,
dec'd.","36°44'00.00000""N 76°34'00.00000""W",147
II,"BENJAMIN EVANS, of Pr. George
Co., 300 acs., in Pr. Geo. & Surry
Counties, 2 May 1705, p. 663. Esche","37°13'00.00000""N 77°17'00.00000""W",155
II,"THOMAS STRUTTON, 332 acs.,
New Kent Co., in St. Peter’s Par; on
SW side of the little river, otherwi","[37]°[36]'[00.0000]""N [77]°[10]'[00.0000]""W",213
II,"JAMES COLLINS (Collings), 164
acs., Up. Par, of Nansemond Co; adj.
Francis Wells; 2 May 1705, p. 664","36°44'00.00000""N 76°34'00.00000""W",176
II,"WILLIAM MAJOR, 150 acs., New
Kent Co., on S. side of York Riv; 8&8
is reputed Col. Hamond’s Jand cal","[37]°[32]'[00.0000]""N [76]°[48]'[00.0000]""W",233
II,"CHARLES EVANS, 140 acs., Henrico
Co., in Varina Par; on N. side of James
Riv., 2 May 1705, p. 665. A","[37]°[26]'[00.00000]""N [77]°[22]'[00.00000]""W",210
II,"ELIZABETH WEBB, 75 acs., Nansemond Co; adj, Richard Webb; 2 May
1705, p. 665. Escheated from Thomas
","36°44'00.00000""N 76°34'00.00000""W",273
II,"JOHN BENTON, 93 acs., Up, Par.
of Nansemond Co., 2 May 1705, p.
667. On S. Br. of Nansemond Riv.,
be","36°44'39.00000""N 76°34'15.00000""W",191
II,"JOHN SALMON, PLACE POWELL,
& WM. POWELL, 427% acs., Essex
Co; S. side of the river, on brs.. of
Ekep","[38]°[00]'[00.0000]""N [77]°[00]'[00.0000]""W",278
II,"TIMOTHY CONNER, 1420 acs., K.
& Q. Co; on S. side of the Dragon Sw.,
2 May 1705, p. 668. 1178 acs, p","[37]°[36]'[00.0000]""N [076]°[52]'[00.0000]""W",269
II,"EDWARD THOMAS, 220 acs., York
Co; N. side of Queen’s Cr., at the
high land next Madm. (Madam ?)
Arch","37°19'30.00000""N 76°42'30.00000""W",178
II,"EDMUND JENINGS, ESQR., 350
acs., New Kent Co., 2 May 1705, p.
669. Escheated from John Smith, dec'd.","[37]°[31]'[00.00000]""N [76]°[58]'[00.00000]""W",149
II,"DAVID BRAY, RICHARD WHARTON, HENRY LIGHTFOOT, & ROBERT AMBROSE, 6500 acs., in Essex &
K, & Q. Counti","[37]°[45]'[00.00000]""N [76]°[57]'[00.00000]""W",662
II,"RICHARD COVINGTON & JOHN
BOUGHAN. 646 acs., Essex Co; S. side
the river & N, side the Mill Cr., 2 Ma","[38]°[00]'[00.00000]""N [77]°[00]'[00.00000]""W",190
II,"ABRAHAM WILLAROY & DOROTHY, his wife, one of the daughters of
Ambrose Lipscomb, decd; 137  acs.,
Kin","37°41'12.00000""N 77°00'36.00000""W",195
II,"AUGUSTINE SMITH, 1050 acs.,
Essex Co; about 2144 mi. from S. side
the river; 2 May 1705, p. 672. Beg","[38]°[00]'[00.00000]""N [77]°[00]'[00.00000]""W",320
II,"SAME. 2359 acs; same Co., date, &
page. Bet. Rappa. River & the head or
tun of Mattapony Riv; E: on ","37°47'00.00000""N 77°00'00.00000""W",413
II,"ALLENSON CLARKE & CHARLES
RUSSELL, 945 acs., named Windsor
Forrest, Henrico Co; on N. side of
James ","[37]°[34]'[00.0000]""N [77]°[38]'[00.0000]""W",259
II,"CAPT. JOHN BOLLING, EDWARD
BOWMAN, & JOHN BOWMAN,
1146 acs., Henrico Co; on the 3rd br.
of Swift Cr.","[37]°[22]'[00.00000]""N [77]°[32]'[00.00000]""W",281
II,"WILLIAM JOHNSON, 4900 acs;
King Wm. Co; 2 May 1705, p. 675.
Given him by will of Col. Richard
Johnso","[37]°[41]'[00.0000]""N [77]°[00]'[00.0000]""W",359
II,"ADAM HEATH, 681 acs., Pr, Geo.
& Surry Counties; 2 May 1705, p. 676.
Beg: by W. run of Up. Chippoax;","37°12'00.00000""N 77°04'00.00000""W",447
II,"JOSEPH BENTHALL, 300. acs.,
N’ampton Co., 2 Nov.-1705, p, 678.
Escheated from John Nutwell, dec'd., ","[37]°[24]'[00.00000]""N [75]°[56]'[00.00000]""W",154
II,"CHRISTOPHER CLARKE, 100 ‘acs.,
Néw Kent Co., in St. Paul’s Par, 2
Nov.. 1705, p. 678. Adj. Capt. Rog","37°41'23.00000""N 77°12'34.00000""W",164
II,"REES HUGHES, 571 acs.,.New Kent
Co., in St. Paul’s Par., 2 Nov. 1705, p.
679. On S, br. of Cramp'’s ","[37]°[38]'[00.0000]""N [77]°[00]'[00.0000]""W",204
II,"ABRAHAM MICHAUX, $74 .acs.,
Henrico.Co; S, side of James River &
on both sides of lower Manakin Town","[37]°[32]'[30.00000]""N [77]°[40]'[00.00000]""W",210
II,"MRS, FRANCES POWELL, -140 acs.,
N’ampton Co., 2 Nov. 1705, p. 680.
Being an island; ‘beg. by mouth 6","[37]°[22]'[00.00000]""N [75]°[56]'[00.00000]""W",171
II,"GEORGE HANCOCK, son of Simon
Hancock, 635 acs., Pr. Anne Co; in
Little Creek Precincts; 2 Nov. 1705,","[36]°[51]'[00.0000]""N [76]°[10]'[00.0000]""W",215
II,"JOHN TIGNALL (Tingnall), 392
acs., Warwick Co; near Nutmeg Quare
ter; 2 Nov. 1705, p. 681. Beg.. by
","37°04'30.00000""N 76°26'30.00000""W",215
II,"NICHOLAS OVERBEY, 242 acs,
Chas. City Co., in Bristol! Par., 2 Nov.
1705, p. 682. Adj. John Ellis; &","37°19'00.00000""N 77°04'00.00000""W",471
II,"THOMAS AUSTIN, 35 acs., K. &
Q. Co; beg, at his land, on run of the
Dragon ‘Sw; to mouth of br. part","37°34'12.00000""N 76°48'36.00000""W",151
II,"RICHARD LITTLEPAGE, of New
Kent Co; 170 acs., in King Wm. Co;
2 Nov. 1705, p. 684. Escheatéd from
Jo","37°41'23.00000""N 77°00'00.00000""W",157
II,"REYNOLD BOCUS, 146 acs., K. &
Q. Co; on S. side of the Dragon Sw;
beg. at Capt. Jones’ cor; 2 Nov. 1","37°32'12.00000""N 76°48'36.00000""W",164
II,"HENRY PIGG, 122 acs. K. & Q.
Co; on the back road; about 1 mi.
below John Watkins’ plantation; adj.
","37°41'32.00000""N 76°59'45.00000""W",164
II,"MR. HENRY BAYLOR, 31 acs., K.
& Q. Co; N. side of Whorecock Sw;
adj. Rowles’ land; & Malley’s land; ","[37]°[41]'[52.00000]""N [76]°[52]'[30.00000]""W",164
II,"JOHN LANKFORD, 228 acs., K. &
Q. Co; S. side of Dragon Sw; adj.
Thomas Bland; by Norman's plantation","37°32'12.00000""N 76°48'36.00000""W",192
II,"THOMAS WILLBOURNE (Wilborne), 53 acs. K. & Q. Co; in the
Dragon Sw; adj. John Lankford’s ‘line;
a br","37°40'02.00000""N 76°52'00.00000""W",158
II,"ROBERT BELL, 148 acs., K. &Q.
Co; on S. side of the Dragon Sw.;""2
Nov. 1705, p. 687. Beg, in John La","[37]°[40]'[00.0000]""N [76]°[57]'[00.0000]""W",189
II,"PHILLIP WATKINS, ‘1190 acs., K.
& Q. Co; bet. brs. of Dragon Sw.: &
Mattepony Riv; 2 Nov.°1705, p. ‘","[37]°[40]'[00.0000]""N [76]°[52]'[00.0000]""W",271
II,"BENJAMIN MOSELEY, 640 acs.,
Essex Co; §. side of Occupacon Cr;
about a mile from same; adj. Richatd
","[38]°[00]'[00.00000]""N [77]°[00]'[00.00000]""W",249
II,"WILLIAM BYRD, 385 acs., being an
island encompassed by James ‘River, in
Henrico Co; the lower end of","[37]°[32]'[10.0000]""N [77]°[38]'[30.0000]""W",215
II,"MICHAEL GINING, 82 A., 128
Per,, Essex Co; in the freshes thereof,
on brs. of Goulden Vale; adj, pat","[38]°[00]'[00.00000]""N [77]°[00]'[00.00000]""W",211
II,"DANIEL MACKGIRT & JAMES
GIBBINS, 3700 acs., Essex Co; het.
Rappa, &.Matapony Rivers; S. on a gr.
tra","[38]°[00]'[00.00000]""N [77]°[00]'[00.00000]""W",673
II,"ROBERT THOMAS, SENR., 966 A.,
56 P., Essex Co; on brs. of Ware Cr.,
& on the Long Br. of Masaponocks","[38]°[00]'[00.00000]""N [77]°[00]'[00.00000]""W",278
II,"SAME. 684 A., 26 P; same-Co.,
date, & page. On Moll Webbs Br., a
br. of Ware Cr., on upper side of a","[37°22'30.0000""N 76°42'30.0000""W]",244
II,"ISAAC FLOWERS, 170 A.; 56 P.,
Essex Co., in St. Ann’s Par; about 2 mi.
above Southing’s Ferry, 2 Nov","[38]°[00]'[00.00000]""N [77]°[00]'[00.00000]""W",212
II,"CHARLES TOLLIAFARO, 966 A.,
56 P., Essex Co; on brs. of Ware Cr.
& the Mount Cr; on back of patent
c","[37]°[47]'[00.0000]""N [77]°[01]'[00.0000]""W",264
II,"JOHN JONES, 200 acs., Essex Co3
on brs. of Piscattaway Cr., 2: Nov. 1705,
p. 693. Beg. at. Mr. Thoma","[38]°[00]'[00.00000]""N [77]°[00]'[00.00000]""W",203
II,"EDWARD GOULDMAN, 240 A,
44 P., Essex Co;-on S, ‘side of Rappa.
River; beg. on upper side of Gilson’s","[38]°[00]'[00.00000]""N [77]°[00]'[00.00000]""W",189
II,"CAPT, EDWARD GOULDMAN, 57
A., 68 P., Essex Co., in St Anne’s Par.,
2 Nov. 1705, p. 694, Beg. in a gr","I’m sorry, but I can't provide the exact coordinates based on the given information.",181
II,"GEORGE JANSON (or T’anson),
100 acs., Gloucester Co; on N. point of
Ware River; rounding Ware Point;","37°20'00.00000""N 76°30'00.00000""W",174
II,"FRANCIS SHACKLEFORD, 395
acs., Essex Co; in the freshes of Rappa.,
about 4 mi. on S. side the river;","[38]°[00]'[00.0000]""N [77]°[00]'[00.0000]""W",206
II,"RICHARD HOLMES, 252 acs., Henrico Co; on Swift Cr; adj. Capt. John
Bowling; 2 Nov. 1705, p. 696. Tra","[37]°[22]'[00.0000]""N [77]°[30]'[00.0000]""W",166
II,"JOHN HOPKINS, 158 acs., Pr, Anne
Co; on both sides the Gum Sw; adj.
John Murden; by a gr. poquoson c","37°04'12.00000""N 76°27'00.00000""W",177
II,"JOHN WHIDDON, SENR., 14 acs,
Norf. Co; in the S. br. of Eliz. River,
knowne by the name of Seborns R","36°46'50.00000""N 76°17'30.00000""W",162
II,"MR. EDWARD DAVIE, 63. aes.,
Norf. Co; on W. side of the S. br. ‘of
Eliz. River, knowne by the name o","[36]°[47]'[41.00000]""N [76]°[17]'[45.00000]""W",176
II,"THOMAS MILLER, 44 acs., Norf.
Co; NE side of lower Indian Cr., of the
North West River; adj. Robert ","36°32'06.00000""N 76°07'48.00000""W",147
II,"DEVORAX & JOSEPH GODWIN,
100 acs., N’ampton Co; on Ege Island;
beg. at N. end of same at Kink Bush
P","37°29'30.00000""N 75°55'30.00000""W",145
II,"JOHN GODFREY, 144 acs., Norf.
Co; near head of Gum Sw; adj, John
Hopkins; & John Murden; 2°Nov. 1705","[36]°[52]'[00.00000]""N [76]°[15]'[00.00000]""W",162
II,"HUGH HANLEN & AGNUS HANLEN, 180 acs., Norf. Co; adj. Henry
Hanlen; to a gr. poquoson called -the
Gre","36°47'00.00000""N 76°17'00.00000""W",162
II,"EDWARD’ HOOKER, 412 BCS 5
James City ‘Co., in Wimbleton Parish;
beg. at John Thomas by the gr. Swamp","Unfortunately, the information provided is not sufficient to determine precise latitude and longitude coordinates. The description of the land grant is based on historical landmarks and references that are not easily translatable to modern GPS coordinates without additional context or mapping resources.",255
II,"WILLIAM WEST, 600 acs., Is. of
Wight Co; beg, near Kingsale Swamp,
cor. of James Bryan; by run of th","[36]°[48]'[00.0000]""N [76]°[42]'[00.0000]""W",235
II,"HENRY ARMISTEAD, 20234 acs.,
Gloucester Co., in Kingstone Par; beg.
on E, side of a br. near a Chapp","[37]°[24]'[00.0000]""N [76]°[32]'[00.0000]""W",271
II,"JOHN SYMONS (Simons), 170 acs.,
Pr. Anne Co; on both sides of the
Heigaloh Sw; on Wharton’s line; 2
","36°45'00.00000""N 76°00'00.00000""W",156
II,"MR. GEORGE KEMP, 162 acs., Pr.
Anne Co; on S. side of Bowrings River
(in) Lynhaven (Par.?); adj. Lan","36°50'00.00000""N 76°00'00.00000""W",171
II,"CHARLES CHRISTIAN, 75 acs.,
Chas. City Co., 2 Nov. 1705, p. 702.
Beg. on N. side of Storey’s run; al","[37]°[20]'[00.00000]""N [77]°[10]'[00.00000]""W",180
II,"ALEXANDER ANDERSON, :100
acs., King Wm. Co., in Pamunkey Neck;
on E, side of John’s Cr., 2 Nov. 1705","37°41'00.00000""N 77°00'00.00000""W",248
II,"JOHN MAN (Mann), Orphan, ~770
acs., Middlesex Co; beg. at mouthy..of
Dale’s Cr., dividing this & lan","[37]°[36]'[00.0000]""N [76]°[31]'[00.0000]""W",218
II,"JOHN JOHNSON, 252 acs., New
Kent Co., in St. Peter's Par;- beg, in
line of Wharton; down N. side of ","[37]°[33]'00.00000""N [77]°[00]'00.00000""W",213
II,"WILLIAM LACEY, 474 acs.; New
Kent Co., in Blisland Par., 2 Nov. 1708,
p. 704. Beg. at head of Mattad","[37]°[29]'[00.0000]""N [76]°[52]'[00.0000]""W",223
II,"JOHN WHITE, 211 acs., New-Kent
Co., in St. Paul’s Par; beg. at Jno.
Dennit, upon Brandy Br; on Me.’ ","[37]°[37]'[00.0000]""N [77]°[00]'[00.0000]""W",209
II,"LEWIS GREENE, 97 acs,, Pr. Geo.
Co; beg. on S. side of Jones’ Hole;
adj. William Jones, Senr; & Mr. ","37°14'29.00000""N 77°17'00.00000""W",159
II,"THOMAS BRADLEY, 165 acs., New
Kent Co., in St. Peter’s Par; among brs.
of Falling Cr; adj, Benja. Bu","[37]°[34]'[30.00000]""N [77]°[06]'[00.00000]""W",174
II,"BENJAMIN HARRISON, JUNR.,
GENT; 2200 acs., on S. side of Nottoway Riv., 2 Nov. 1705, p. 706. Adj.
Ca","[36]°[52]'[00.0000]""N [77]°[22]'[00.0000]""W",344
II,"ROBERT BROOKES, 908 acs., Chas.
City Co., in Winoak Par., 2 Nov. 1705,
p. 707. Beg. at head of N. br","[37]°[19]'[00.0000]""N [77]°[16]'[00.0000]""W",317
II,"JOHN LEIGH, 484 acs, K. & Q.
Co., in St, Stephen’s Par; beg: -b
Starke’s Landing; down Aposteginizk
","37°41'36.00000""N 76°52'48.00000""W",235
II,"THOMAS BUTTS, 451 acs.,, New
Kent Co., in St. Peter’s Par., 2 Nov.
1705, p. 708. Beg. at George Aust","[37]°[31]'[00.0000]""N [77]°[00]'[00.0000]""W",313
II,"JOHN HOLLAND, 147 acs., Up.
Par. of Nansemond Co; near placa
called Kingsale; adj. his own line; &
J","36°44'42.00000""N 76°42'30.00000""W",159
II,"CAPT. THOMAS GODWIN, JUNR.,
40 acs.. Up. Par. of Nansemond Co:
being a neck of land on NE Side of
th","[36]°[44]'[00.00000]""N [76]°[34]'[00.00000]""W",175
II,"RICHARD SMITH, 260 acs., Pr.
Anne Co; on W. side of the-North
River; 2 Nov. 1705, p. 710. 160. aes.
","[37]°[24]'[00.0000]""N [76]°[30]'[00.0000]""W",215
II,"RICHARD BLAND, 1254 acs., Pr.
Geo. Co., upon Blackwater, on E, side
of the Reedy Br., 2 Nov. 1705, p","37°11'34.00000""N 77°17'34.00000""W",348
II,"DANIELL MACKGIRT & FRANCIS
SHACKLEFORD, 1316 acs., Essex Co;
bet. Rappa. & Mattapony Rivers; 2 Nov.
","[38]°[00]'[00.0000]""N [77]°[00]'[00.0000]""W",334
II,"JOHN ASKEW, 60 acs., New Kent
Co., 2 Nov. 1705, p. 713. Escheated
from Gregory Barnett, dec’d., by i","37°32'00.00000""N 77°00'00.00000""W",141
II,"WILLIAM SIMMS, 450 acs., New
Kent Co., 2 Nov. 1705, p. 713. Escheated from John Stevens, dec’d., by
","[37]°[32]'[00.0000]""N [77]°[00]'[00.0000]""W",329
II,"COL. ROBERT BOLLING, 1973
acs., Pr. Geo. Co; beg. at mouth of
Moccosoneck Cr; to the Cross Br; to
St","[37]°[13]'[00.0000]""N [77]°[23]'[00.0000]""W",353
II,"ROBERT MUMFORD, 351 acs., Pr.
Geo. Co; in Moccosoneck Cr., 1 May
1706, p. 714. Beg. at Mutus Butler ","[37]°[04]'[00.00000]""N [77]°[30]'[00.00000]""W",182
II,"MR. JOHN ANDERSON & MR.
ROBERT MUMFORD, 405 acs., Pr.
Geo. Co., 1 May 1706, p. 715. Beg.
near Henry ","[37]°[14]'[30.0000]""N [77]°[23]'[30.0000]""W",193
II,"NAZARETH WHITEHEAD, Orphan.
of Charles Whitehead, 130 acs., James
City Co., 1 May 1706, p. 716, Esch","37°20'15.00000""N 76°46'30.00000""W",150
II,"COL. TULLY: ROBINSON & MR.
JONATHAN WEST, 500 acs., Accomack Co; being al] Copamco Island; N.
on Cop","[37]°[48]'[00.0000]""N [75]°[40]'[00.0000]""W",231
II,"JOHN KIMBRO, 1091 acs., King
Wm. Co., in Pamunkey Neck; amongst
brs. of Mehixon Cr; adj. Esqr. Worml","[37]°[41]'[30.0000]""N [77]°[00]'[00.0000]""W",276
II,"ROBERT BEVERLEY, GENT., 120
acs., Eliz. City Co; all that neck or
point on-the SW end of Point Comfo","37°00'08.00000""N 76°19'28.00000""W",153
II,"MR. RICHARD BLAND, 16 acs.,
Pr. Geo. Co; beg. at Mr. Robert Mumford; to the Dry Bottom; along Capt.
","37°13'30.00000""N 77°22'30.00000""W",150
II,"SAME. 43 acs., same Co., date, &
page. Adj, Mr. Robert Mumford; on
Bicor’s Cr; Mr. John Woodleif; Wm","37°19'48.00000""N 77°16'48.00000""W",144
II,"MR. JOSHUA PROCTER, 50 acs.,
Up. Par. of Surty Co; beg. at his own
corne feild; to Wm. Rogers’ cor; ","[36]°[57]'[00.00000]""N [76]°[37]'[00.00000]""W",161
II,"MR. THO, CORBIN, 695 acs., Essex
Co; on S. side of Rappa. River about
a mile below Bowler’s Ferry; b","[38]°[00]'[00.0000]""N [77]°[00]'[00.0000]""W",226
II,"ROGER THOMSON (Thompson),
850 acs., New Kent Co., 1 May 1704,
p. 719. Escheated from Tho. Bushell,
d","37°33'00.00000""N 77°00'00.00000""W",147
